loan_id,customer_id,origination_date,product,channel,region,loan_purpose,risk_band,risk_score,original_amount_vnd,tenor_months,annual_interest_rate
LN0007282,CUS0003564,2023-12-01,Personal Loan,Telesales,South,Education,B,728,239000000,36,0.2518
LN0007283,CUS0000771,2023-02-01,Credit Card,Partner,Ho Chi Minh City,Electronics,D,643,51000000,36,0.3279
LN0007284,CUS0007251,2023-12-01,Personal Loan,Digital,Ho Chi Minh City,Other,B,740,174000000,36,0.2632
LN0007285,CUS0001147,2023-09-01,Credit Card,Digital,Hanoi,Electronics,B,755,21000000,36,0.2733
LN0007286,CUS0004203,2023-06-01,Personal Loan,Digital,Hanoi,Medical,D,580,141000000,18,0.2402
LN0007287,CUS0005860,2023-06-01,Personal Loan,Branch,Ho Chi Minh City,Home Improvement,D,587,160000000,12,0.2789
LN0007288,CUS0002725,2023-01-01,Personal Loan,Branch,Ho Chi Minh City,Medical,B,737,22000000,24,0.2127
LN0007289,CUS0007790,2024-05-01,Installment Loan,Digital,Ho Chi Minh City,Education,A,829,67000000,6,0.2406
LN0007290,CUS0005857,2023-10-01,Credit Card,Partner,South,Electronics,C,665,21000000,36,0.2717
LN0007291,CUS0002457,2023-12-01,Credit Card,Branch,South,Consumption,B,753,83000000,36,0.3122
LN0007292,CUS0008272,2023-05-01,Buy Now Pay Later,Digital,North,Other,C,683,21000000,9,0.1824
LN0007293,CUS0004582,2023-02-01,Installment Loan,Branch,South,Consumption,E,552,16000000,12,0.2495
LN0007294,CUS0003454,2023-11-01,Personal Loan,Partner,North,Consumption,B,741,228000000,48,0.2982
LN0007295,CUS0000793,2023-04-01,Credit Card,Digital,Hanoi,Electronics,A,778,35000000,36,0.2579
LN0007296,CUS0006268,2023-12-01,Buy Now Pay Later,Digital,South,Medical,A,776,16000000,12,0.2507
LN0007297,CUS0008756,2023-03-01,Personal Loan,Digital,South,Medical,A,822,159000000,24,0.2678
LN0007298,CUS0000070,2024-03-01,Personal Loan,Partner,Central,Electronics,C,689,166000000,18,0.2205
LN0007299,CUS0006266,2023-02-01,Installment Loan,Branch,Central,Other,A,811,33000000,18,0.2183
LN0007300,CUS0000673,2023-08-01,Installment Loan,Digital,Hanoi,Other,C,673,16000000,24,0.2275
LN0007301,CUS0008332,2024-03-01,Buy Now Pay Later,Digital,Ho Chi Minh City,Medical,E,572,2000000,3,0.298
LN0007302,CUS0008334,2023-03-01,Installment Loan,Telesales,Central,Consumption,E,522,83000000,18,0.2996
LN0007303,CUS0003959,2023-07-01,Personal Loan,Partner,Hanoi,Home Improvement,D,632,299000000,12,0.2557
LN0007304,CUS0000196,2023-08-01,Credit Card,Branch,Hanoi,Other,A,842,92000000,36,0.3223
LN0007305,CUS0006517,2024-03-01,Credit Card,Digital,South,Other,A,804,55000000,36,0.2426
LN0007306,CUS0008392,2023-11-01,Installment Loan,Digital,South,Education,D,633,98000000,24,0.237
LN0007307,CUS0002957,2024-01-01,Credit Card,Partner,South,Medical,C,676,103000000,36,0.2667
LN0007308,CUS0002863,2024-03-01,Buy Now Pay Later,Branch,North,Consumption,C,684,7000000,6,0.2776
LN0007309,CUS0006303,2024-03-01,Personal Loan,Partner,Hanoi,Home Improvement,C,650,156000000,36,0.2252
LN0007310,CUS0001118,2023-03-01,Personal Loan,Digital,Central,Electronics,B,729,54000000,36,0.189
LN0007311,CUS0008661,2024-05-01,Personal Loan,Partner,Ho Chi Minh City,Other,C,659,244000000,12,0.1912
LN0007312,CUS0003191,2023-09-01,Credit Card,Branch,Ho Chi Minh City,Medical,C,682,79000000,36,0.3306
LN0007313,CUS0002086,2023-09-01,Installment Loan,Branch,North,Consumption,B,743,79000000,24,0.2459
LN0007314,CUS0005344,2024-05-01,Credit Card,Digital,North,Other,C,684,108000000,36,0.3487
LN0007315,CUS0002648,2023-07-01,Credit Card,Telesales,South,Electronics,D,603,54000000,36,0.2652
LN0007316,CUS0004018,2024-03-01,Personal Loan,Digital,North,Education,D,625,46000000,36,0.2338
LN0007317,CUS0003648,2023-05-01,Personal Loan,Partner,South,Education,A,773,94000000,18,0.1967
LN0007318,CUS0007163,2023-07-01,Personal Loan,Partner,South,Consumption,B,745,85000000,48,0.2691
LN0007319,CUS0001248,2023-09-01,Personal Loan,Digital,South,Education,A,813,214000000,24,0.2507
LN0007320,CUS0006352,2023-08-01,Personal Loan,Digital,Ho Chi Minh City,Other,B,710,34000000,48,0.2488
LN0007321,CUS0000406,2023-09-01,Buy Now Pay Later,Digital,Central,Consumption,B,700,30000000,3,0.2661
LN0007322,CUS0007294,2024-05-01,Credit Card,Digital,Central,Electronics,B,732,37000000,36,0.345
LN0007323,CUS0007127,2024-01-01,Credit Card,Branch,Hanoi,Other,A,813,85000000,36,0.2882
LN0007324,CUS0000780,2024-01-01,Personal Loan,Partner,North,Electronics,E,458,283000000,24,0.189
LN0007325,CUS0000332,2023-04-01,Buy Now Pay Later,Branch,Central,Consumption,C,698,25000000,12,0.2612
LN0007326,CUS0006538,2023-02-01,Personal Loan,Branch,Central,Other,C,680,299000000,36,0.1827
LN0007327,CUS0008959,2023-01-01,Personal Loan,Digital,Ho Chi Minh City,Home Improvement,A,800,134000000,24,0.2563
LN0007328,CUS0004558,2023-11-01,Credit Card,Telesales,North,Medical,A,810,110000000,36,0.3098
LN0007329,CUS0003231,2023-10-01,Personal Loan,Partner,Central,Medical,A,805,265000000,36,0.2507
LN0007330,CUS0004553,2024-04-01,Credit Card,Partner,North,Home Improvement,C,674,95000000,36,0.2602
LN0007331,CUS0006708,2023-05-01,Credit Card,Digital,Ho Chi Minh City,Electronics,C,681,87000000,36,0.3088
LN0007332,CUS0002185,2023-01-01,Credit Card,Digital,North,Other,C,669,67000000,36,0.2671
LN0007333,CUS0003345,2024-02-01,Credit Card,Partner,Ho Chi Minh City,Other,A,788,105000000,36,0.301
LN0007334,CUS0008397,2024-04-01,Installment Loan,Digital,Ho Chi Minh City,Consumption,B,743,60000000,12,0.2803
LN0007335,CUS0006836,2023-11-01,Buy Now Pay Later,Branch,Ho Chi Minh City,Education,A,791,25000000,12,0.2031
LN0007336,CUS0008206,2023-05-01,Installment Loan,Partner,Hanoi,Medical,D,612,31000000,24,0.2502
LN0007337,CUS0004948,2023-04-01,Personal Loan,Partner,Ho Chi Minh City,Home Improvement,C,651,233000000,36,0.2553
LN0007338,CUS0003663,2023-07-01,Buy Now Pay Later,Digital,South,Other,C,672,24000000,12,0.1976
LN0007339,CUS0002074,2024-02-01,Credit Card,Partner,North,Other,B,750,34000000,36,0.2652
LN0007340,CUS0000925,2023-09-01,Credit Card,Partner,North,Electronics,B,757,10000000,36,0.2991
LN0007341,CUS0005252,2024-03-01,Personal Loan,Partner,Ho Chi Minh City,Other,D,593,79000000,24,0.2403
LN0007342,CUS0004996,2023-07-01,Personal Loan,Partner,Central,Education,D,585,230000000,36,0.2001
LN0007343,CUS0008477,2023-06-01,Personal Loan,Branch,Hanoi,Education,B,730,299000000,24,0.2155
LN0007344,CUS0002716,2023-08-01,Personal Loan,Partner,North,Home Improvement,A,791,256000000,24,0.2888
LN0007345,CUS0005329,2024-02-01,Installment Loan,Digital,North,Consumption,B,746,44000000,18,0.2881
LN0007346,CUS0006790,2023-05-01,Personal Loan,Digital,Ho Chi Minh City,Electronics,D,580,69000000,12,0.2015
LN0007347,CUS0006961,2023-10-01,Buy Now Pay Later,Branch,North,Medical,A,781,10000000,3,0.2403
LN0007348,CUS0000677,2024-03-01,Personal Loan,Telesales,Central,Education,C,683,200000000,48,0.2491
LN0007349,CUS0008339,2024-03-01,Personal Loan,Telesales,Ho Chi Minh City,Education,D,593,185000000,24,0.242
LN0007350,CUS0003023,2023-10-01,Personal Loan,Branch,Central,Electronics,C,650,272000000,48,0.2169
LN0007351,CUS0008864,2024-03-01,Personal Loan,Branch,South,Education,B,735,226000000,36,0.2087
LN0007352,CUS0004193,2023-03-01,Personal Loan,Partner,Ho Chi Minh City,Other,B,730,147000000,24,0.2303
LN0007353,CUS0007072,2024-01-01,Credit Card,Branch,Hanoi,Other,A,772,77000000,36,0.3127
LN0007354,CUS0007171,2023-09-01,Credit Card,Digital,Central,Home Improvement,B,715,95000000,36,0.3165
LN0007355,CUS0008204,2023-04-01,Personal Loan,Digital,North,Consumption,C,658,247000000,12,0.2977
LN0007356,CUS0006766,2023-10-01,Credit Card,Digital,Central,Medical,C,654,18000000,36,0.3329
LN0007357,CUS0000158,2023-02-01,Installment Loan,Partner,Ho Chi Minh City,Medical,C,675,30000000,6,0.2404
LN0007358,CUS0008995,2023-11-01,Personal Loan,Digital,North,Medical,A,769,100000000,36,0.2153
LN0007359,CUS0002439,2023-07-01,Personal Loan,Digital,Hanoi,Electronics,B,754,75000000,12,0.2967
LN0007360,CUS0000470,2024-05-01,Credit Card,Digital,Hanoi,Medical,B,719,98000000,36,0.3346
LN0007361,CUS0008157,2024-02-01,Credit Card,Branch,North,Medical,C,668,23000000,36,0.3471
LN0007362,CUS0008467,2024-04-01,Credit Card,Digital,North,Home Improvement,A,819,10000000,36,0.3501
LN0007363,CUS0005151,2023-08-01,Buy Now Pay Later,Digital,Hanoi,Electronics,B,736,3000000,3,0.2415
LN0007364,CUS0007041,2023-06-01,Personal Loan,Partner,North,Consumption,C,677,181000000,24,0.246
LN0007365,CUS0008929,2023-12-01,Personal Loan,Branch,South,Medical,C,694,230000000,12,0.2335
LN0007366,CUS0005311,2023-01-01,Personal Loan,Branch,North,Other,B,739,226000000,36,0.2848
LN0007367,CUS0006624,2023-09-01,Personal Loan,Partner,South,Education,C,693,186000000,36,0.2245
LN0007368,CUS0004570,2023-07-01,Installment Loan,Digital,Ho Chi Minh City,Home Improvement,A,779,12000000,18,0.2936
LN0007369,CUS0006598,2023-11-01,Personal Loan,Digital,North,Other,B,702,90000000,36,0.2803
LN0007370,CUS0003564,2023-06-01,Personal Loan,Digital,South,Home Improvement,A,762,58000000,48,0.2755
LN0007371,CUS0004753,2023-11-01,Personal Loan,Telesales,North,Education,B,725,40000000,48,0.1978
LN0007372,CUS0005250,2023-09-01,Credit Card,Partner,Hanoi,Other,B,725,55000000,36,0.3523
LN0007373,CUS0006202,2023-07-01,Installment Loan,Digital,Hanoi,Other,B,721,85000000,24,0.275
LN0007374,CUS0003598,2023-01-01,Installment Loan,Telesales,South,Electronics,E,550,11000000,6,0.213
LN0007375,CUS0001903,2023-11-01,Credit Card,Digital,North,Other,D,643,73000000,36,0.3088
LN0007376,CUS0000863,2024-04-01,Buy Now Pay Later,Branch,Central,Consumption,C,665,18000000,3,0.186
LN0007377,CUS0005982,2023-10-01,Personal Loan,Digital,Ho Chi Minh City,Medical,D,633,129000000,18,0.2254
LN0007378,CUS0007084,2023-07-01,Installment Loan,Partner,Hanoi,Education,D,604,47000000,18,0.2486
LN0007379,CUS0006543,2023-07-01,Personal Loan,Branch,South,Home Improvement,C,655,36000000,24,0.2931
LN0007380,CUS0003973,2023-12-01,Personal Loan,Digital,Hanoi,Home Improvement,C,694,279000000,48,0.2915
LN0007381,CUS0001698,2024-05-01,Installment Loan,Digital,Central,Education,A,804,45000000,6,0.2566
LN0007382,CUS0006857,2023-09-01,Buy Now Pay Later,Branch,Ho Chi Minh City,Medical,A,807,24000000,6,0.2804
LN0007383,CUS0003207,2023-08-01,Credit Card,Digital,North,Consumption,C,671,20000000,36,0.2513
LN0007384,CUS0003916,2023-11-01,Personal Loan,Branch,North,Medical,C,654,57000000,48,0.2015
LN0007385,CUS0004827,2024-02-01,Installment Loan,Partner,Ho Chi Minh City,Consumption,B,747,18000000,12,0.2114
LN0007386,CUS0008345,2024-04-01,Credit Card,Partner,North,Electronics,B,717,36000000,36,0.2831
LN0007387,CUS0002830,2023-10-01,Buy Now Pay Later,Branch,Hanoi,Education,B,733,10000000,6,0.2819
LN0007388,CUS0004819,2024-02-01,Credit Card,Digital,South,Consumption,E,551,76000000,36,0.3489
LN0007389,CUS0008483,2023-12-01,Credit Card,Telesales,South,Consumption,B,705,55000000,36,0.2873
LN0007390,CUS0002109,2023-11-01,Credit Card,Digital,Hanoi,Education,D,601,98000000,36,0.2413
LN0007391,CUS0002278,2023-11-01,Buy Now Pay Later,Branch,Ho Chi Minh City,Electronics,E,507,17000000,3,0.2398
LN0007392,CUS0005104,2023-10-01,Installment Loan,Digital,Central,Other,B,713,100000000,12,0.2009
LN0007393,CUS0000552,2023-07-01,Credit Card,Branch,South,Electronics,C,678,98000000,36,0.3149
LN0007394,CUS0008394,2023-07-01,Personal Loan,Digital,Hanoi,Consumption,D,629,216000000,36,0.1801
LN0007395,CUS0005854,2023-05-01,Credit Card,Branch,South,Education,E,542,25000000,36,0.3493
LN0007396,CUS0001056,2024-03-01,Installment Loan,Digital,South,Electronics,C,698,26000000,12,0.2752
LN0007397,CUS0000107,2023-09-01,Buy Now Pay Later,Partner,Central,Medical,B,751,23000000,12,0.2925
LN0007398,CUS0006846,2024-03-01,Personal Loan,Digital,Central,Education,D,619,128000000,12,0.2674
LN0007399,CUS0008913,2024-01-01,Personal Loan,Telesales,North,Consumption,B,724,114000000,24,0.2645
LN0007400,CUS0008191,2024-02-01,Installment Loan,Digital,Ho Chi Minh City,Other,C,667,78000000,6,0.3077
LN0007401,CUS0003843,2023-07-01,Credit Card,Branch,South,Electronics,E,540,52000000,36,0.316
LN0007402,CUS0005486,2024-03-01,Personal Loan,Digital,South,Home Improvement,B,731,58000000,48,0.2441
LN0007403,CUS0001374,2023-02-01,Personal Loan,Branch,South,Home Improvement,A,846,275000000,18,0.2759
LN0007404,CUS0001481,2024-01-01,Personal Loan,Branch,Central,Home Improvement,B,736,120000000,24,0.2363
LN0007405,CUS0004579,2023-11-01,Credit Card,Branch,Hanoi,Consumption,D,597,74000000,36,0.3049
LN0007406,CUS0004374,2024-01-01,Installment Loan,Partner,Central,Education,B,759,18000000,9,0.2906
LN0007407,CUS0006316,2024-03-01,Personal Loan,Digital,North,Other,A,813,284000000,36,0.1936
LN0007408,CUS0004363,2024-04-01,Installment Loan,Digital,Central,Medical,D,617,69000000,9,0.2149
LN0007409,CUS0000001,2023-10-01,Buy Now Pay Later,Partner,Ho Chi Minh City,Home Improvement,B,706,9000000,3,0.2335
LN0007410,CUS0005901,2024-03-01,Personal Loan,Branch,Ho Chi Minh City,Home Improvement,D,628,148000000,24,0.2094
LN0007411,CUS0004151,2024-04-01,Personal Loan,Telesales,Central,Other,C,691,36000000,48,0.2385
LN0007412,CUS0000056,2023-06-01,Credit Card,Digital,Hanoi,Home Improvement,D,597,38000000,36,0.3228
LN0007413,CUS0000946,2023-04-01,Personal Loan,Digital,Hanoi,Medical,B,747,168000000,36,0.2289
LN0007414,CUS0001219,2023-03-01,Installment Loan,Digital,Hanoi,Other,B,730,52000000,9,0.306
LN0007415,CUS0008357,2023-01-01,Installment Loan,Branch,North,Education,A,763,90000000,24,0.2347
LN0007416,CUS0007379,2024-05-01,Personal Loan,Branch,North,Electronics,C,674,71000000,18,0.2148
LN0007417,CUS0008220,2023-08-01,Personal Loan,Partner,North,Electronics,C,661,206000000,18,0.2011
LN0007418,CUS0008505,2024-01-01,Credit Card,Digital,Central,Consumption,B,738,85000000,36,0.3319
LN0007419,CUS0005311,2024-02-01,Personal Loan,Digital,North,Medical,C,670,295000000,24,0.2442
LN0007420,CUS0003297,2023-08-01,Installment Loan,Branch,North,Education,D,596,71000000,18,0.2931
LN0007421,CUS0001675,2023-02-01,Personal Loan,Digital,Hanoi,Education,B,732,199000000,18,0.2626
LN0007422,CUS0007952,2023-08-01,Personal Loan,Telesales,Ho Chi Minh City,Other,B,756,223000000,36,0.2325
LN0007423,CUS0000119,2023-10-01,Installment Loan,Digital,Hanoi,Consumption,D,596,43000000,9,0.2741
LN0007424,CUS0006722,2024-02-01,Credit Card,Branch,North,Education,E,494,76000000,36,0.3017
LN0007425,CUS0003869,2023-03-01,Credit Card,Digital,Ho Chi Minh City,Other,A,778,18000000,36,0.3103
LN0007426,CUS0000758,2023-02-01,Installment Loan,Telesales,Ho Chi Minh City,Education,A,775,8000000,24,0.2877
LN0007427,CUS0000705,2023-04-01,Personal Loan,Digital,North,Education,A,785,100000000,12,0.2131
LN0007428,CUS0008788,2023-08-01,Installment Loan,Digital,Hanoi,Education,E,466,17000000,18,0.2814
LN0007429,CUS0002704,2023-07-01,Credit Card,Digital,Ho Chi Minh City,Home Improvement,A,768,28000000,36,0.3154
LN0007430,CUS0005064,2023-10-01,Personal Loan,Digital,North,Home Improvement,B,701,181000000,12,0.2065
LN0007431,CUS0000643,2024-05-01,Personal Loan,Digital,North,Other,A,846,223000000,48,0.2879
LN0007432,CUS0000903,2024-02-01,Personal Loan,Digital,North,Other,B,745,78000000,12,0.216
LN0007433,CUS0005714,2024-02-01,Buy Now Pay Later,Branch,North,Other,C,650,22000000,9,0.2055
LN0007434,CUS0003236,2023-08-01,Credit Card,Branch,South,Home Improvement,A,835,110000000,36,0.2403
LN0007435,CUS0005832,2024-02-01,Credit Card,Partner,North,Medical,C,669,85000000,36,0.2602
LN0007436,CUS0006815,2023-11-01,Credit Card,Branch,Central,Other,E,559,55000000,36,0.3428
LN0007437,CUS0005326,2023-08-01,Personal Loan,Branch,South,Education,C,656,232000000,18,0.2488
LN0007438,CUS0001310,2023-10-01,Personal Loan,Partner,South,Consumption,C,665,197000000,24,0.2521
LN0007439,CUS0007569,2023-06-01,Buy Now Pay Later,Partner,Central,Other,A,813,12000000,9,0.2632
LN0007440,CUS0000828,2023-01-01,Installment Loan,Digital,South,Medical,C,651,49000000,24,0.3063
LN0007441,CUS0005854,2023-03-01,Personal Loan,Branch,Hanoi,Medical,C,653,135000000,36,0.2517
LN0007442,CUS0001550,2024-01-01,Credit Card,Branch,Ho Chi Minh City,Electronics,C,666,12000000,36,0.2674
LN0007443,CUS0002531,2023-01-01,Credit Card,Branch,South,Other,B,731,76000000,36,0.2503
LN0007444,CUS0008712,2023-02-01,Credit Card,Partner,Central,Other,A,829,72000000,36,0.3499
LN0007445,CUS0007987,2023-01-01,Installment Loan,Digital,Hanoi,Education,C,668,41000000,6,0.248
LN0007446,CUS0003994,2023-09-01,Credit Card,Partner,South,Electronics,C,670,106000000,36,0.2426
LN0007447,CUS0001889,2023-08-01,Credit Card,Partner,North,Other,A,830,32000000,36,0.3582
LN0007448,CUS0007951,2023-10-01,Personal Loan,Digital,South,Electronics,C,685,295000000,18,0.2937
LN0007449,CUS0001197,2024-05-01,Personal Loan,Digital,South,Other,B,758,100000000,12,0.2507
LN0007450,CUS0004725,2023-05-01,Personal Loan,Digital,South,Education,C,684,57000000,24,0.2092
LN0007451,CUS0003990,2024-03-01,Personal Loan,Telesales,Ho Chi Minh City,Consumption,B,737,116000000,24,0.2168
LN0007452,CUS0006608,2024-02-01,Personal Loan,Digital,North,Education,C,673,33000000,36,0.2334
LN0007453,CUS0007841,2024-01-01,Credit Card,Branch,Ho Chi Minh City,Consumption,B,749,87000000,36,0.3446
LN0007454,CUS0005652,2024-05-01,Personal Loan,Partner,Central,Education,C,679,287000000,48,0.2427
LN0007455,CUS0000135,2023-08-01,Buy Now Pay Later,Branch,Hanoi,Education,A,776,26000000,9,0.2919
LN0007456,CUS0006450,2023-06-01,Installment Loan,Digital,North,Consumption,C,664,97000000,6,0.31
LN0007457,CUS0008519,2023-08-01,Credit Card,Telesales,North,Medical,D,582,34000000,36,0.2583
LN0007458,CUS0003678,2023-06-01,Installment Loan,Partner,Central,Medical,C,674,86000000,9,0.2901
LN0007459,CUS0008568,2023-09-01,Buy Now Pay Later,Digital,Central,Electronics,B,745,9000000,6,0.2221
LN0007460,CUS0007242,2023-07-01,Personal Loan,Digital,Ho Chi Minh City,Education,D,602,115000000,48,0.1889
LN0007461,CUS0002296,2024-02-01,Buy Now Pay Later,Partner,Central,Home Improvement,C,674,23000000,9,0.2367
LN0007462,CUS0008043,2023-06-01,Personal Loan,Digital,Hanoi,Consumption,B,745,278000000,36,0.2791
LN0007463,CUS0000101,2024-03-01,Personal Loan,Telesales,Central,Medical,D,635,140000000,36,0.2282
LN0007464,CUS0007842,2023-10-01,Credit Card,Partner,Central,Electronics,B,741,13000000,36,0.2755
LN0007465,CUS0000464,2024-02-01,Personal Loan,Digital,Central,Electronics,C,663,57000000,12,0.1863
LN0007466,CUS0001833,2024-04-01,Personal Loan,Branch,Ho Chi Minh City,Home Improvement,C,675,54000000,12,0.2033
LN0007467,CUS0008391,2024-02-01,Personal Loan,Partner,Ho Chi Minh City,Other,B,743,115000000,24,0.2763
LN0007468,CUS0008666,2024-03-01,Installment Loan,Digital,South,Other,C,665,95000000,18,0.2776
LN0007469,CUS0007888,2023-05-01,Personal Loan,Partner,Ho Chi Minh City,Medical,B,728,25000000,48,0.2567
LN0007470,CUS0002978,2024-03-01,Credit Card,Partner,Hanoi,Electronics,B,755,26000000,36,0.3562
LN0007471,CUS0000760,2023-10-01,Credit Card,Digital,Ho Chi Minh City,Home Improvement,C,659,21000000,36,0.2574
LN0007472,CUS0007016,2023-01-01,Personal Loan,Digital,Ho Chi Minh City,Medical,A,814,52000000,12,0.2369
LN0007473,CUS0001290,2023-04-01,Personal Loan,Partner,Hanoi,Home Improvement,C,697,253000000,24,0.2379
LN0007474,CUS0005181,2023-05-01,Personal Loan,Telesales,South,Education,B,745,102000000,12,0.2785
LN0007475,CUS0002198,2023-10-01,Installment Loan,Partner,Hanoi,Home Improvement,C,661,73000000,9,0.2164
LN0007476,CUS0002119,2023-03-01,Personal Loan,Branch,Ho Chi Minh City,Electronics,A,844,54000000,18,0.2986
LN0007477,CUS0001894,2024-04-01,Buy Now Pay Later,Telesales,North,Electronics,C,694,13000000,12,0.1937
LN0007478,CUS0000997,2023-03-01,Personal Loan,Digital,Central,Consumption,C,668,133000000,18,0.2241
LN0007479,CUS0002715,2023-03-01,Buy Now Pay Later,Telesales,Hanoi,Education,B,724,4000000,9,0.2862
LN0007480,CUS0007169,2024-03-01,Personal Loan,Telesales,South,Home Improvement,C,673,79000000,12,0.2963
LN0007481,CUS0008443,2023-06-01,Credit Card,Telesales,South,Consumption,B,729,56000000,36,0.2845
LN0007482,CUS0007818,2024-04-01,Personal Loan,Partner,Ho Chi Minh City,Other,B,727,60000000,18,0.2677
LN0007483,CUS0007946,2024-03-01,Installment Loan,Partner,Hanoi,Home Improvement,B,715,45000000,12,0.2331
LN0007484,CUS0001223,2023-06-01,Buy Now Pay Later,Branch,South,Consumption,C,698,15000000,12,0.2865
LN0007485,CUS0008718,2023-05-01,Personal Loan,Branch,North,Education,B,729,99000000,18,0.2382
LN0007486,CUS0007743,2023-05-01,Installment Loan,Branch,North,Electronics,D,590,33000000,24,0.2954
LN0007487,CUS0000141,2023-03-01,Buy Now Pay Later,Partner,Central,Consumption,B,730,25000000,9,0.2205
LN0007488,CUS0004205,2024-04-01,Credit Card,Partner,Ho Chi Minh City,Consumption,B,724,10000000,36,0.2527
LN0007489,CUS0003423,2024-04-01,Installment Loan,Branch,North,Home Improvement,B,704,32000000,12,0.2191
LN0007490,CUS0003088,2024-02-01,Credit Card,Branch,Ho Chi Minh City,Medical,C,661,31000000,36,0.3533
LN0007491,CUS0001501,2023-12-01,Personal Loan,Digital,Ho Chi Minh City,Education,B,708,183000000,48,0.2519
LN0007492,CUS0005491,2024-02-01,Personal Loan,Partner,Hanoi,Medical,D,585,99000000,18,0.2239
LN0007493,CUS0006090,2024-05-01,Installment Loan,Digital,Central,Medical,C,687,43000000,24,0.2528
LN0007494,CUS0002703,2023-01-01,Personal Loan,Digital,Ho Chi Minh City,Other,A,765,297000000,36,0.2873
LN0007495,CUS0006540,2024-03-01,Installment Loan,Digital,South,Consumption,A,781,26000000,9,0.2414
LN0007496,CUS0003561,2023-06-01,Personal Loan,Digital,North,Medical,A,800,163000000,48,0.1926
LN0007497,CUS0005911,2023-11-01,Installment Loan,Telesales,Hanoi,Consumption,A,778,55000000,9,0.2079
LN0007498,CUS0002926,2023-03-01,Installment Loan,Telesales,North,Home Improvement,E,559,30000000,6,0.2136
LN0007499,CUS0006320,2023-10-01,Personal Loan,Partner,Ho Chi Minh City,Electronics,B,744,150000000,24,0.217
LN0007500,CUS0003572,2023-06-01,Installment Loan,Branch,South,Electronics,B,731,91000000,24,0.2613
LN0007501,CUS0004067,2023-08-01,Credit Card,Digital,South,Education,E,473,54000000,36,0.3453
LN0007502,CUS0005216,2024-03-01,Personal Loan,Telesales,Central,Consumption,C,696,291000000,18,0.2821
LN0007503,CUS0004115,2023-08-01,Personal Loan,Branch,Ho Chi Minh City,Education,B,732,100000000,48,0.2691
LN0007504,CUS0003876,2024-03-01,Credit Card,Digital,Ho Chi Minh City,Electronics,B,707,11000000,36,0.3063
LN0007505,CUS0007417,2023-08-01,Personal Loan,Partner,Central,Home Improvement,E,484,264000000,18,0.2301
LN0007506,CUS0002032,2023-07-01,Personal Loan,Telesales,Hanoi,Electronics,A,807,55000000,18,0.2977
LN0007507,CUS0001450,2023-08-01,Credit Card,Digital,South,Education,B,710,53000000,36,0.2888
LN0007508,CUS0002725,2023-03-01,Installment Loan,Digital,Hanoi,Home Improvement,D,647,66000000,18,0.3181
LN0007509,CUS0004858,2023-11-01,Personal Loan,Partner,Central,Home Improvement,E,499,108000000,18,0.2244
LN0007510,CUS0006094,2024-04-01,Personal Loan,Partner,Hanoi,Medical,E,552,85000000,12,0.2666
LN0007511,CUS0006989,2023-12-01,Buy Now Pay Later,Telesales,South,Home Improvement,A,774,8000000,12,0.2516
LN0007512,CUS0005638,2024-02-01,Personal Loan,Partner,South,Other,A,815,226000000,24,0.2885
LN0007513,CUS0008049,2023-02-01,Installment Loan,Digital,North,Education,A,770,98000000,9,0.2337
LN0007514,CUS0000623,2023-02-01,Buy Now Pay Later,Digital,Ho Chi Minh City,Electronics,C,670,19000000,9,0.2824
LN0007515,CUS0001596,2023-07-01,Personal Loan,Telesales,South,Home Improvement,D,590,77000000,12,0.2438
LN0007516,CUS0007175,2024-02-01,Buy Now Pay Later,Digital,Ho Chi Minh City,Electronics,D,646,15000000,6,0.2639
LN0007517,CUS0004424,2023-12-01,Credit Card,Digital,South,Medical,A,813,86000000,36,0.2617
LN0007518,CUS0004127,2023-02-01,Installment Loan,Branch,Hanoi,Other,C,697,99000000,12,0.2949
LN0007519,CUS0006376,2023-05-01,Personal Loan,Partner,South,Education,B,711,160000000,24,0.2545
LN0007520,CUS0006605,2023-10-01,Credit Card,Digital,South,Home Improvement,C,689,115000000,36,0.3451
LN0007521,CUS0001840,2023-04-01,Personal Loan,Partner,Hanoi,Electronics,B,757,43000000,48,0.2368
LN0007522,CUS0003410,2023-09-01,Credit Card,Partner,Central,Electronics,B,735,48000000,36,0.2895
LN0007523,CUS0008468,2024-01-01,Buy Now Pay Later,Digital,North,Electronics,D,589,26000000,12,0.2033
LN0007524,CUS0003935,2023-02-01,Personal Loan,Telesales,Ho Chi Minh City,Home Improvement,D,648,21000000,18,0.2589
LN0007525,CUS0008523,2024-04-01,Personal Loan,Digital,Ho Chi Minh City,Home Improvement,D,611,286000000,48,0.207
LN0007526,CUS0008722,2024-05-01,Personal Loan,Digital,Ho Chi Minh City,Education,C,686,92000000,12,0.2572
LN0007527,CUS0001936,2023-04-01,Personal Loan,Digital,Central,Consumption,D,594,285000000,12,0.2997
LN0007528,CUS0004121,2024-02-01,Personal Loan,Branch,South,Consumption,B,725,152000000,24,0.2376
LN0007529,CUS0007060,2023-05-01,Buy Now Pay Later,Partner,North,Home Improvement,C,681,19000000,9,0.2201
LN0007530,CUS0006974,2023-11-01,Installment Loan,Digital,Ho Chi Minh City,Home Improvement,C,671,34000000,6,0.2978
LN0007531,CUS0003300,2023-04-01,Installment Loan,Branch,Ho Chi Minh City,Electronics,B,715,53000000,12,0.3176
